fid,customer_name,account_site_nbr,state,latitude,longitude,new_tgt_cnt_4mi,new_tgt_cnt_3mi,new_tgt_cnt_2mi
10628,Macy�s,"67256659",IL,38.923,-90.192,7,3,3
10629,Macy�s,"6093602",IL,38.923,-90.178,8,6,2
10630,Dollar Tree,"9363066",IL,38.523,-89.132,3,3,3
10631,Family Dollar,"9682272",IL,38.535,-89.129,3,3,2
10632,Walmart,"67428532",IL,38.623,-88.98,1,1,1
10633,Walmart,"2540015",IL,38.625,-88.961,1,1,1
10634,Pilot,"42979702",IL,38.62534,-88.967981,1,1,1
10635,Walmart,"14133504",IL,38.627,-88.952,1,1,1
10636,Dollar Tree,"5321431",IL,38.627,-88.953,1,1,1
10637,Family Dollar,"43228720",IL,41.11882509,-89.36971791,,,
10638,Dollar Tree,"4730301",KY,37.069,-88.631,3,1,1
10639,Home Depot,"67334063",KY,37.072,-88.684,5,4,4
10640,Pilot,"8771902",KY,37.075,-88.644,5,1,1
10641,Walmart,"14237032",KY,37.076,-88.689,4,4,4
10642,Walmart,"45888574",KY,37.078,-88.683,5,4,4
10643,Family Dollar,"5832816",KY,37.08,-88.635,3,1,1
10644,Family Dollar,"5832652",KY,37.081,-88.611,3,1,1
10645,Pilot,"45379505",KY,37.097,-88.691,4,4,3
10646,Pilot,"42979291",KY,37.097504,-88.691148,4,4,3
10647,Dollar Tree,"9548756",IL,37.149,-88.724,1,1,1
10648,Family Dollar,"9682275",IL,37.159,-88.735,1,1,1
10649,Walmart,"13033700",IL,40.461,-90.642,7,7,5
10650,Dollar Tree,"65673085",IL,40.462,-90.672,7,7,6
10651,Family Dollar,"43151774",IL,40.55639114,-90.49853021,1,1,1
10652,Walmart,"7325534",IL,42.156,-88.336,14,12,5
10653,Dollar Tree,"6299750",IL,42.16,-88.274,6,4,3
10654,Dollar Tree,"5807849",IL,42.161,-88.336,14,12,7
10655,Target,"42755789",IL,42.162459,-88.339416,14,12,9
10656,Target,"7264753",IL,42.163,-88.336,14,12,10
10657,Home Depot,"66282241",IL,42.173,-88.338,15,12,9
10658,Walmart,"5364714",IL,42.209,-88.284,13,8,4
10659,Home Depot,"46815368",IL,42.225,-88.285,14,10,5
10660,Walmart,"25277901",IL,42.226,-88.307,15,13,9
10661,Target,"5509297",IL,42.226,-88.304,15,13,9
10662,Walmart,"7324271",IL,42.298,-88.423,1,1,1
10663,Dollar Tree,"8297633",IL,42.31,-88.436,1,1,1
10664,Dollar Tree,"5245433",IL,42.313,-88.439,1,1,1
10665,Dollar Tree,"2209268",IL,42.347,-88.284,7,7,6
10666,Dollar Tree,"4730208",IL,42.353,-88.267,7,7,6
10667,Target,"5509931",IL,42.353,-88.267,7,7,6
10668,Walmart,"6638089",IL,42.356,-88.267,7,7,6
10669,Meijer,"6130934",IL,42.358,-88.268,7,7,6
10670,Meijer,"67296729",IL,42.36,-88.27,7,7,6
10671,Home Depot,"67280924",IL,42.362,-88.27,7,7,6
10672,Walmart,"6589719",IL,42.371,-88.269,7,6,4
10673,Walmart,"15594106",IL,42.403,-88.615,1,1,1
10674,Walmart,"5531184",IL,42.406,-88.61,1,1,1
10675,Dollar Tree,"67429605",IL,40.479,-88.964,17,12,7
10676,Family Dollar,"5909997",IL,40.482,-89.015,7,3,2
10677,Pilot,"42979253",IL,40.482415,-89.01752,7,3,2
10678,Pilot,"6849693",IL,40.483,-89.016,7,3,2
10679,Walmart,"67374159",IL,40.487,-89.042,3,3,2
10680,Macy�s,"6093600",IL,40.488,-88.957,17,14,9
10681,Pilot,"9743765",IL,40.501,-88.952,16,14,13
10682,Target,"5504900",IL,40.505,-88.953,16,14,13
10683,Target,"42772105",IL,40.507,-88.9534,16,15,14
10684,Meijer,"67224316",IL,40.51,-88.948,16,14,9
10685,Meijer,"6130924",IL,40.51,-88.949,16,14,9
10686,Walmart,"64039323",IL,40.514,-88.952,16,15,9
10687,Dollar Tree,"5505494",IL,40.514,-88.992,18,11,2
10688,Home Depot,"3161521",IL,40.525,-88.952,16,10,7
10689,Family Dollar,"5909886",IL,40.013,-89.847,1,1,1
10690,Walmart,"13821849",IL,41.2,-90.75,1,1,1
10691,Macy�s,"9688689",IL,38.355,-90.154,1,1,1
10692,Walmart,"23794747",IL,38.359,-90.157,1,1,1
10693,Macy�s,"9705976",IL,38.425,-89.907,,,
10694,Dollar Tree,"9076698",IL,38.429,-89.913,,,
10695,Macy�s,"9625475",IL,38.429,-89.913,,,
10696,Dollar Tree,"6491257",IL,38.451,-90.209,,,
10697,Walmart,"45246637",MO,38.497,-90.301,11,7,2
10698,Dollar Tree,"46103821",SC,38.497,-90.301,11,7,2
10699,Family Dollar,"2738408",MO,38.503,-90.321,12,8,6
10700,Macy�s,"6093607",MO,38.504,-90.331,13,9,4
10701,Home Depot,"66468221",MO,38.505,-90.324,12,9,5
10702,Target,"42755763",MO,38.506238,-90.339722,14,8,4
10703,Target,"5489245",MO,38.507,-90.34,13,7,4
10704,Family Dollar,"9682253",IL,38.517,-89.984,11,10,6
10705,Family Dollar,"9682254",IL,38.518,-90.003,12,11,5
10706,Walmart,"5415993",IL,38.52,-89.922,3,2,1
10707,Dollar Tree,"67291936",IL,39.177,-89.657,1,1,1
10708,Walmart,"13034073",IL,39.178,-89.656,1,1,1
10709,Walmart,"65955951",IL,39.185,-89.668,1,1,1
10710,Walmart,"5450505",IL,39.72,-90.271,8,4,1
10711,Home Depot,"2986945",IL,39.721,-90.254,8,8,6
10712,Walmart,"23794186",IL,39.722,-90.249,8,8,6
10713,Family Dollar,"5911097",IL,39.725,-90.229,8,8,6
10714,Dollar Tree,"46023046",IL,39.728,-90.244,8,8,8
10715,Dollar Tree,"8409982",IL,41.921,-89.067,6,6,3
10716,Pilot,"5798376",IL,41.924,-89.067,6,6,3
10717,Walmart,"6565211",IL,41.935,-89.051,6,6,6
10718,Pilot,"42979661",IL,41.935934,-89.017508,7,2,2
10719,Walmart,"14938782",IL,41.937,-89.069,6,6,4
10720,Macy�s,"2305380",IL,42.126,-89.261,,,
10721,Family Dollar,"4927360",IL,42.127,-89.257,,,
10722,Walmart,"2219311",IL,40.538,-89.595,5,1,1
10723,Family Dollar,"5910834",IL,40.557,-89.637,6,6,5
10724,Family Dollar,"9682229",IL,40.557,-89.636,6,6,5
10725,Dollar Tree,"8422565",IL,40.571,-89.631,6,5,5
10726,Walmart,"2667687",IL,40.575,-89.61,6,6,4
10727,Family Dollar,"5910649",IL,40.579,-89.64,5,5,5
10728,Dollar Tree,"67292086",IL,40.618,-89.463,4,4,4
10729,Walmart,"2619569",IL,40.63,-89.462,4,4,4
10730,Family Dollar,"5910361",IL,40.646,-89.665,4,3,3
10731,Family Dollar,"9682234",IL,40.646,-89.666,4,3,3
10732,Dollar Tree,"5013347",IL,40.646,-89.665,4,3,3
10733,Family Dollar,"5910350",IL,40.647,-89.598,7,3,1
10734,Dollar Tree,"7953453",IL,40.664,-89.537,4,1,
10735,Target,"7197791",IL,40.671,-89.585,6,6,3
10736,Family Dollar,"9682233",IL,40.681,-89.642,9,4,3
10737,Dollar Tree,"4730218",IL,40.682,-89.589,11,5,3
10738,Walmart,"13034928",IL,40.682,-89.587,11,5,3
10739,Family Dollar,"5911290",IL,40.683,-89.642,7,5,4
10740,Family Dollar,"5910255",IL,40.692,-89.622,15,7,5
10741,Family Dollar,"5911268",IL,40.698,-89.581,12,8,1
10742,Walmart,"2619688",IL,40.707,-89.46,6,6,4
10743,Family Dollar,"9682232",IL,40.711,-89.624,20,13,6
10744,Family Dollar,"9682230",IL,40.716,-89.585,15,8,5
10745,Macy�s,"8544256",IL,40.721,-89.598,19,12,8
10746,Dollar Tree,"46475222",IL,40.724,-89.598,17,12,7
10747,Walmart,"7261372",IL,40.728,-89.615,17,16,11
10748,Target,"5509991",IL,40.748,-89.635,17,10,6
10749,Macy�s,"6836321",IL,40.748,-89.635,17,10,6
10750,Home Depot,"67411535",IL,40.774,-89.672,8,4,4
10751,Walmart,"67448242",IL,40.796,-89.634,5,2,1
10752,Family Dollar,"5910578",IL,40.916,-89.487,5,5,5
10753,Family Dollar,"9682228",IL,40.916,-89.486,5,5,5
10754,Walmart,"12040401",IL,37.996,-89.236,1,1,1
10755,Walmart,"7261063",IL,37.998,-89.236,1,1,1
10756,Dollar Tree,"7862259",IL,38.008,-89.237,1,1,1
10757,Walmart,"65935020",IL,38.024,-89.238,1,1,1
10758,Walmart,"23794194",IL,39.604,-90.824,,,
10759,Family Dollar,"5909959",MO,39.705,-91.368,6,6,2
10760,Family Dollar,"7161228",KY,37.073,-88.975,,,
10761,Walmart,"23794216",IL,37.913,-89.824,1,1,1
10762,Dollar Tree,"7958449",MO,37.924,-90.153,,,
10763,Walmart,"7337740",IL,37.925,-89.807,1,1,1
10764,Dollar Tree,"6784674",IL,38.131,-89.705,3,3,3
10765,Walmart,"15586944",IL,38.14,-89.704,3,3,3
10766,Walmart,"7772112",IL,38.712,-88.131,3,1,
10767,Dollar Tree,"7374083",IL,38.73,-88.08,4,4,4
10768,Walmart,"64021955",IL,38.733,-88.078,4,4,4
10769,Walmart,"7325606",IL,38.751,-88.095,4,4,1
10770,Macy�s,"65473027",IA,41.424,-91.055,10,10,6
10771,Family Dollar,"5910016",IA,41.426,-91.038,10,10,6
10772,Dollar Tree,"2624872",IA,41.429,-91.049,10,10,5
10773,Walmart,"15596699",IA,41.446,-91.03,8,8,5
10774,Walmart,"63888378",IA,41.457,-91.025,8,5,4
10775,Walmart,"7933454",IL,41.468,-90.503,19,16,8
10776,Walmart,"46215514",IL,41.469,-90.481,19,16,9
10777,Target,"5509742",IL,41.469,-90.527,31,10,5
10778,Target,"42755701",IL,41.469119,-90.524333,29,10,5
10779,Dollar Tree,"46679561",IL,41.488,-90.495,20,16,14
10780,Family Dollar,"5910875",IL,41.492,-90.535,22,18,4
10781,Family Dollar,"7446429",IL,41.493,-90.547,19,13,10
10782,Family Dollar,"5909915",IL,41.495,-90.582,14,12,8
10783,Walmart,"2525911",IL,41.498,-90.516,26,13,5
10784,Family Dollar,"9682222",IL,41.511,-90.46,19,15,5
10785,Family Dollar,"5910046",IA,41.515,-90.613,10,4,1
10786,Family Dollar,"5909990",IL,41.515,-90.44,16,9,6
10787,Family Dollar,"5910054",IA,41.539,-90.575,19,11,6
10788,Home Depot,"2001011",IA,41.542,-90.52,19,11,8
10789,Dollar Tree,"5402701",IA,41.546,-90.583,18,13,8
10790,Dollar Tree,"46475265",IA,41.546,-90.585,15,13,8
10791,Walmart,"45773793",IA,41.556,-90.527,18,12,11
10792,Walmart,"23793988",IA,41.558,-90.527,18,12,12
10793,Walmart,"1966288",IA,41.558,-90.623,13,8,5
10794,Target,"5506730",IA,41.573,-90.527,15,12,10
10795,Walmart,"67381143",IA,41.581,-90.526,14,11,6
10796,Pilot,"45229902",IA,41.593,-90.775,1,1,1
10797,Pilot,"42979233",IA,41.614404,-90.782272,1,1,
10798,Home Depot,"5293500",IL,38.523,-90.03,10,6,3
10799,Target,"5271642",IL,38.523,-90.03,10,6,3
10800,Dollar Tree,"7970286",IL,38.524,-90.031,10,6,3
10801,Target,"42763642",IL,38.526174,-90.031884,10,6,4
10802,Dollar Tree,"46298762",IL,38.529,-89.994,12,10,5
10803,Family Dollar,"9682257",IL,38.54,-90.023,9,7,4
10804,Family Dollar,"5910663",IL,38.541,-90.023,9,7,4
10805,Family Dollar,"7510655",MO,38.546,-90.259,20,13,9
10806,Dollar Tree,"9326617",IL,38.549,-89.985,13,6,4
10807,Family Dollar,"9682255",IL,38.554,-90.039,8,5,2
10808,Pilot,"42979678",IL,38.554931,-89.805805,1,,
10809,Pilot,"10520897",IL,38.555,-89.806,1,,
10810,Walmart,"12039586",IL,38.556,-90.167,2,2,2
10811,Dollar Tree,"9307101",IL,38.557,-89.926,3,,
10812,Dollar Tree,"6141466",IL,38.56,-90.176,2,2,2
10813,Family Dollar,"2737464",IL,38.564,-90.178,2,2,2
10814,Family Dollar,"7297430",MO,38.564,-90.258,23,19,10
10815,Family Dollar,"2830712",MO,38.566,-90.245,24,16,6
10816,Target,"9085320",IL,38.571,-89.985,16,11,3
10817,Target,"42763755",IL,38.572525,-89.987407,16,11,3
10818,Target,"42772120",IL,38.572987,-89.923276,2,1,
10819,Target,"7264743",IL,38.573,-89.924,2,1,
10820,Family Dollar,"9727474",MO,38.587,-90.245,23,18,5
10821,Family Dollar,"2737445",IL,38.588,-90.059,4,1,1
10822,Family Dollar,"9682256",IL,38.589,-90.06,3,1,1
10823,Family Dollar,"8753876",MO,38.591,-90.244,25,15,5
10824,Dollar Tree,"4730233",IL,38.592,-89.989,11,11,10
10825,Family Dollar,"6013579",IL,38.593,-90.008,11,9,9
10826,Walmart,"24976342",IL,38.593,-89.953,10,7,2
10827,Family Dollar,"2830709",MO,38.593,-90.226,18,8,4
10828,Home Depot,"46740600",IL,38.596,-89.908,1,1,
10829,Dollar Tree,"46298983",IL,38.597,-90,11,10,9
10830,Macy�s,"9966558",IL,38.598,-89.978,11,11,9
10831,Macy�s,"5993325",MO,38.602,-90.243,21,14,7
10832,Family Dollar,"7357091",MO,38.606,-90.222,10,8,4
10833,Family Dollar,"7374761",MO,38.607,-90.241,21,8,6
10834,Family Dollar,"2737115",IL,38.617,-90.129,,,
10835,Family Dollar,"7357089",MO,38.617,-90.221,10,8,5
10836,Macy�s,"6094111",MO,38.629,-90.191,7,3,1
10837,Pilot,"2905901",IL,38.638,-90.136,1,,
10838,Whole Foods,"8692199",MO,38.642,-90.261,12,6,2
10839,Family Dollar,"8106713",MO,38.653,-90.264,9,7,2
10840,Walmart,"7359843",IL,37.728,-88.537,1,1,1
10841,Family Dollar,"5909838",IL,37.734,-88.534,1,1,1
10842,Dollar Tree,"7696846",IL,37.735,-88.549,1,1,1
10843,Walmart,"15050947",IL,37.738,-88.545,1,1,1
10844,Pilot,"9127462",IL,39.713,-89.649,1,1,1
10845,Meijer,"9060421",IL,39.737,-89.704,5,3,
10846,Meijer,"66249597",IL,39.738,-89.704,5,4,
10847,Meijer,"6130899",IL,39.739,-89.682,11,2,
10848,Walmart,"5531185",IL,39.745,-89.64,11,6,3
10849,Target,"5509639",IL,39.749,-89.709,8,4,4
10850,Target,"42756368",IL,39.749679,-89.710795,8,4,4
10851,Walmart,"25853120",IL,39.752,-89.71,8,5,4
10852,Macy�s,"9966647",IL,39.765,-89.703,14,8,5
10853,Family Dollar,"5909974",IL,39.765,-89.648,16,11,10
10854,Family Dollar,"7211581",IL,39.768,-89.634,16,11,8
10855,Dollar Tree,"4729753",IL,39.775,-89.64,17,14,9
10856,Macy�s,"5496059",IL,39.786,-89.607,15,7,3
10857,Family Dollar,"5909944",IL,39.795,-89.636,18,16,7
10858,Family Dollar,"6326862",IL,39.8,-89.685,13,8,1
10859,Family Dollar,"9682267",IL,39.804,-89.667,15,9,2
10860,Family Dollar,"5910390",IL,39.817,-89.651,15,6,3
10861,Walmart,"67273168",IL,39.839,-89.601,8,6,4
10862,Dollar Tree,"10585883",IL,39.404,-88.82,,,
10863,Walmart,"4909840",IL,39.405,-88.826,,,
10864,Family Dollar,"5909911",IL,39.407,-88.805,,,
10865,Macy�s,"8530290",IL,39.408,-88.796,,,
10866,Macy�s,"8530291",IL,39.409,-88.797,,,
10867,Walmart,"5407725",IL,42.263,-89.631,4,2,
10868,Walmart,"28112881",IL,42.277,-89.629,4,4,2
10869,Family Dollar,"5910842",IL,42.281,-89.631,4,4,3
10870,Dollar Tree,"67268462",IL,42.291,-89.638,4,4,4
10871,Dollar Tree,"9012088",IL,40.704,-89.427,7,6,5
10872,Walmart,"24976369",IL,40.706,-89.437,7,7,5
10873,Walmart,"12040533",IL,37.463,-89.223,1,1,
10874,Family Dollar,"9682241",IL,39.976,-87.635,1,1,1
10875,Macy�s,"9545272",IL,40.095,-87.637,3,2,2
10876,Family Dollar,"9682240",IL,40.097,-87.636,3,2,2
10877,Dollar Tree,"64707385",IL,40.099,-87.636,3,2,2
10878,Family Dollar,"5909852",IL,40.124,-87.63,10,6,1
10879,Family Dollar,"9682239",IL,40.13,-87.603,10,7,5
10880,Dollar Tree,"67397137",IL,40.138,-87.622,11,8,4
10881,Walmart,"46503617",IL,40.202,-87.628,4,3,1
10882,Family Dollar,"9682273",IL,38.412,-87.767,1,1,1
10883,Family Dollar,"4837518",IL,40.905,-90.648,3,3,3
10884,Macy�s,"9705973",IL,38.344,-89.398,2,2,2
10885,Walmart,"7359291",IL,38.381,-88.389,3,3,3
10886,Walmart,"24292966",IL,38.382,-88.406,3,3,1
10887,Walmart,"14236095",IL,38.076,-88.19,1,1,1
10888,Walmart,"67380009",IL,38.077,-88.199,1,1,1
10889,Walmart,"14498340",IL,41.764,-89.689,6,4,4
10890,Walmart,"4783704",IL,41.776,-89.791,,,
10891,Dollar Tree,"65446402",IL,41.797,-89.689,9,9,5
10892,Family Dollar,"5910580",IL,41.809,-89.961,,,
10893,Walmart,"15130983",IL,41.816,-89.645,5,1,1
10894,Home Depot,"2621446",IA,41.816,-90.23,3,2,1
10895,Walmart,"66603048",IA,41.816,-90.244,2,2,1
10896,Target,"5509924",IA,41.816,-90.244,2,2,1
10897,Dollar Tree,"64989712",IA,41.844,-90.207,2,1,1
10898,Family Dollar,"2737436",IL,41.306,-88.158,1,1,1
10899,Walmart,"43277470",IL,41.401738,-88.124379,,,
10900,Walmart,"6441496",IL,41.407,-88.113,,,
10901,Family Dollar,"7563310",IL,41.447,-87.683,3,,
10902,Pilot,"5512234",IL,41.457,-88.192,3,,
10903,Pilot,"42979363",IL,41.457453,-88.192332,3,,
10904,Walmart,"43275705",IL,41.460932,-88.100855,,,
10905,Walmart,"2325917",IL,37.62,-88.844,,,
10906,Dollar Tree,"5277551",IL,37.73,-88.933,4,3,3
10907,Dollar Tree,"7305026",IL,37.731,-88.933,4,3,3
10908,Walmart,"4832252",IL,37.732,-88.932,4,3,3
10909,Walmart,"12040304",IL,37.739,-88.967,4,4,3
10910,Pilot,"42979410",IL,37.740295,-88.964604,4,4,3
10911,Pilot,"6648729",IL,37.741,-88.963,4,4,3
10912,Home Depot,"67395858",IL,37.748,-88.985,4,2,1
10913,Target,"42755538",IL,37.749038,-88.980041,4,3,1
10914,Family Dollar,"43228354",IL,37.749384,-89.076606,2,2,2
10915,Walmart,"12040193",IL,37.8,-89.026,4,4,4
10916,Pilot,"5797826",IL,42.208,-89.108,1,,
10917,Family Dollar,"5909917",IL,42.228,-89.068,6,3,1
10918,Macy�s,"7398869",IL,42.243,-88.977,11,6,1
10919,Macy�s,"9962496",IL,42.245,-88.975,11,6,1
10920,Family Dollar,"9621335",IL,42.252,-89.086,7,4,1
10921,Family Dollar,"5319356",IL,42.253,-89.037,12,8,5
10922,Family Dollar,"9682215",IL,42.253,-89.034,13,8,5
10923,Family Dollar,"9682212",IL,42.258,-89.101,5,3,1
10924,Family Dollar,"9682216",IL,42.26,-89.056,9,9,5
10925,Walmart,"2815796",IL,42.266,-88.973,7,7,6
10926,Family Dollar,"9682214",IL,42.266,-89.037,13,8,5
10927,Walmart,"25278460",IL,42.269,-88.977,7,7,5
10928,Target,"5505703",IL,42.269,-88.984,9,7,5
10929,Dollar Tree,"4924649",IL,42.271,-89.061,9,5,3
10930,Family Dollar,"5239110",IL,42.273,-89.241,1,1,1
10931,Family Dollar,"9682209",IL,42.273,-89.242,1,1,1
10932,Macy�s,"8567074",IL,42.273,-89.06,9,5,3
10933,Home Depot,"64235068",IL,42.274,-88.982,9,7,5
10934,Pilot,"5797828",IL,42.277,-89.242,1,1,1
10935,Family Dollar,"9682211",IL,42.283,-89.145,,,
10936,Family Dollar,"9682210",IL,42.288,-89.117,1,,
10937,Macy�s,"7398870",IL,42.305,-89.098,2,,
10938,Family Dollar,"9682213",IL,42.306,-89.097,1,,
10939,Walmart,"2788644",IL,42.313,-89.114,,,
10940,Walmart,"29952778",IL,42.316,-89.031,3,2,1
10941,Family Dollar,"9682218",IL,42.318,-89.057,3,2,1
10942,Pilot,"5798381",IL,42.32,-88.969,,,
10943,Dollar Tree,"2578181",IL,42.332,-89.021,6,4,1
10944,Macy�s,"6021630",IL,42.339,-89.054,6,4,2
10945,Family Dollar,"5910088",IL,42.339,-89.052,6,4,2
10946,Family Dollar,"9682219",IL,42.34,-89.052,6,5,2
10947,Home Depot,"2001009",IL,42.367,-89.023,5,4,3
10948,Target,"7264750",IL,42.367,-89.028,5,4,4
10949,Target,"42755634",IL,42.367597,-89.027602,5,4,4
10950,Dollar Tree,"8024979",IL,42.453,-89.06,1,1,1
10951,Walmart,"5097863",IL,42.457,-89.006,1,,
10952,Pilot,"5797827",IL,42.491,-88.999,4,1,
10953,Family Dollar,"5910960",IL,42.496,-89.036,3,2,
10954,Family Dollar,"9682207",IL,42.496,-89.037,2,2,
10955,Family Dollar,"5910955",IN,40.668,-84.956,,,
10956,Walmart,"2946573",IN,40.809,-84.94,,,
10957,Dollar Tree,"45615039",IN,40.831,-84.931,,,
10958,Walmart,"25899724",IN,40.835,-84.94,,,
10959,Walmart,"9966777",IN,40.96,-85.166,,,
10960,Family Dollar,"8104183",IN,41.017,-85.112,5,5,3
10961,Family Dollar,"5910456",IN,41.023,-85.169,4,3,
10962,Walmart,"4830429",IN,41.023,-85.107,5,5,3
10963,Family Dollar,"5910278",IN,41.035,-85.128,6,6,4
10964,Family Dollar,"8358180",IN,41.044,-85.167,9,4,1
10965,Family Dollar,"8777945",IN,41.046,-85.113,6,5,4
10966,Family Dollar,"5909828",IN,41.05,-85.137,7,4,4
10967,Family Dollar,"5909833",IN,41.068,-85.152,12,4,1
10968,Walmart,"29573688",IN,41.07,-85.203,7,5,5
10969,Family Dollar,"5909960",IN,41.07,-85.041,5,3,3
10970,Meijer,"6130845",IN,41.074,-85.219,5,5,5
10971,Dollar Tree,"8302002",IN,41.074,-85.019,4,3,3
10972,Target,"5539692",IN,41.076,-85.203,8,5,5
10973,Target,"42755568",IN,41.076353,-85.204016,8,5,5
10974,Dollar Tree,"46436723",IN,41.092,-85.132,15,12,4
10975,Family Dollar,"5909914",IN,41.099,-85.116,14,14,3
10976,Family Dollar,"5911057",IN,41.101,-85.163,18,11,3
10977,Target,"4711586",IN,41.111,-85.137,15,13,10
10978,Dollar Tree,"42547708",NC,41.11612,-85.1464,14,13,10
10979,Macy�s,"6093594",IN,41.117,-85.135,15,12,8
10980,Pilot,"9744754",IN,41.118,-85.146,14,13,9
10981,Pilot,"6538625",IN,41.118,-85.183,12,5,1
10982,Pilot,"42979569",IN,41.118679,-85.183572,12,5,1
10983,Target,"5490536",IN,41.122,-85.064,9,5,4
10984,Target,"42763751",IN,41.122566,-85.06343,9,4,3
10985,Walmart,"7261055",IN,41.128,-85.138,14,10,9
10986,Walmart,"7261485",IN,41.129,-85.008,2,2,2
10987,Meijer,"6130861",IN,41.13,-85.012,5,2,2
10988,Meijer,"31042457",IN,41.133,-85.013,5,2,2
10989,Meijer,"42737934",IN,41.133752,-85.012658,5,2,2
10990,Home Depot,"66929369",IN,41.136,-85.162,12,10,2
10991,Meijer,"30429501",IN,41.138,-85.162,12,10,2
10992,Walmart,"45887357",IN,41.141,-85.161,11,9,2
10993,Walmart,"7934343",IN,41.142,-85.16,12,9,2
10994,Walmart,"5472565",IN,41.175,-85.169,3,2,
10995,Metro,"7485928",IN,41.179,-85.086,2,,
10996,Dollar Tree,"5947701",IN,41.228,-85.319,,,
10997,Family Dollar,"5910662",IN,41.228,-85.319,,,
10998,Walmart,"4830388",IN,39.198,-85.948,13,6,3
10999,Walmart,"3023116",IN,39.198,-85.956,10,3,2
11000,Walmart,"67380849",IN,39.208,-85.88,19,18,10
11001,Target,"5490165",IN,39.219,-85.885,19,18,15
11002,Dollar Tree,"9548821",IN,39.973,-86.36,3,3,1
11003,Dollar Tree,"67409961",IN,40.052,-86.472,3,3,3
11004,Walmart,"23793422",IN,40.071,-86.475,3,3,2
11005,Family Dollar,"5910713",IN,39.201,-86.24,1,1,1
11006,Family Dollar,"42813706",IN,40.58501,-86.679717,2,2,2
11007,Family Dollar,"5910266",IN,40.753,-86.364,3,1,1
11008,Dollar Tree,"6097735",IN,40.754,-86.36,3,1,1
11009,Walmart,"24975907",IN,40.755,-86.36,3,1,1
11010,Home Depot,"67382179",IN,40.759,-86.311,3,2,2
11011,Walmart,"6283656",IN,40.761,-86.312,3,2,2
11012,Family Dollar,"7580508",IN,40.865,-86.499,,,
11013,Publix,"43136730",KY,38.272649,-85.498231,4,4,2
11014,Family Dollar,"5832529",KY,38.273,-85.798,7,4,1
11015,Walmart,"2434132",KY,38.274,-85.576,21,8,5
11016,Family Dollar,"7227243",IN,38.288,-85.826,3,3,2
11017,Home Depot,"65016327",KY,38.294,-85.561,12,11,6
11018,Family Dollar,"8311218",IN,38.295,-85.966,1,,
11019,Meijer,"6130887",KY,38.297,-85.554,12,9,4
11020,Target,"42764037",KY,38.297315,-85.557708,12,9,7
11021,Target,"5509428",KY,38.299,-85.557,12,9,7
11022,Walmart,"63733412",KY,38.3,-85.543,13,8,3
11023,Home Depot,"67280925",IN,38.305,-85.844,3,2,1
11024,Target,"5504899",IN,38.305,-85.842,4,2,1
11025,Meijer,"64257320",KY,38.305,-85.572,9,7,7
11026,Dollar Tree,"66044332",IN,38.307,-85.819,8,4,1
11027,Dollar Tree,"25749846",IN,38.312,-85.762,15,10,8
11028,Walmart,"25278177",IN,38.317,-85.757,15,11,8
11029,Publix,"43290875",KY,38.31772691,-85.52934171,7,3,1
11030,Home Depot,"46628754",IN,38.318,-85.755,15,11,8
11031,Walmart,"67350067",IN,38.319,-85.819,7,4,2
11032,Dollar Tree,"2970903",IN,38.319,-85.714,13,6,4
11033,Meijer,"6130890",IN,38.321,-85.712,12,7,2
11034,Meijer,"65228855",IN,38.323,-85.709,10,8,2
11035,Target,"7264884",IN,38.326,-85.764,15,11,6
11036,Target,"42763717",IN,38.326229,-85.7632,15,11,6
11037,Walmart,"7836919",IN,38.329,-85.759,15,11,6
11038,Walmart,"2362317",IN,38.331,-85.759,15,9,5
11039,Walmart,"8497221",KY,38.332,-85.471,1,1,1
11040,Meijer,"6130935",IN,38.348,-85.796,10,4,3
11041,Meijer,"2625628",IN,38.351,-85.795,10,4,3
11042,Family Dollar,"5922293",IN,38.379,-85.767,4,4,4
11043,Dollar Tree,"6784690",IN,38.385,-85.762,4,4,4
11044,Family Dollar,"5832965",IN,38.451,-85.67,2,2,2
11045,Pilot,"65495667",IN,38.458,-85.776,,,
11046,Pilot,"42979183",IN,38.49645,-85.78486,1,,
11047,Family Dollar,"6042583",IN,38.536,-85.778,1,1,1
11048,Family Dollar,"10124619",IN,38.542,-85.767,1,1,1
11049,Pilot,"5797822",IN,39.446,-87.126,,,
11050,Dollar Tree,"67408796",IN,39.524,-87.126,4,4,4
11051,Pilot,"9744739",IN,39.524,-87.122,4,4,4
11052,Walmart,"25899678",IN,39.531,-87.1,4,4,4
11053,Walmart,"14310457",IN,40.277,-86.481,2,2,2
11054,Dollar Tree,"5078021",IN,40.28,-86.508,2,2,2
11055,Family Dollar,"5909940",IN,40.28,-86.515,2,2,1
11056,Walmart,"67380845",IN,40.281,-86.479,2,2,2
11057,Walmart,"4897481",IN,38.632,-87.183,,,
11058,Family Dollar,"5910173",IN,38.652,-87.171,,,
11059,Family Dollar,"5909858",IN,38.673,-86.914,1,1,1
11060,Walmart,"25853074",IN,41.363,-85.08,5,5,5
11061,Home Depot,"67395853",IN,41.364,-85.087,6,5,5
11062,Walmart,"2700583",IN,41.37,-85.112,6,6,
11063,Dollar Tree,"2935252",IN,41.371,-85.054,5,5,5
11064,Family Dollar,"2011727",IN,41.43,-84.881,1,1,1
11065,Family Dollar,"5910241",IN,38.955,-84.851,,,
